ability_id,name,ability_type,formula_hex,formula_text,elements,inflict_statuses,route,mechanism,readiness,risk,candidate_action_kind,candidate_damage_type,candidate_avoidance_policy,candidate_status_category,candidate_side_effect_policy,metadata_certainty,metadata_open_fields,metadata_basis,rationale,metadata_blocking_scope,metadata_next_gate
192,Befuddle,Normal,0x38,Hit_(100%) Status NE,,Confusion,status_or_buff,dcl_status_control,surface-ready,medium,status_control,none,status_contest,mental,managed_status_commit,candidate-complete,,formula-and-catalog,"Status/buff output is writable, but each status needs authored offense/resistance/duration policy.",closed,candidate metadata complete; approval remains a separate job/human gate
193,Bind,Normal,0x38,Hit_(100%) Status NE,,Stop,status_or_buff,dcl_status_control,surface-ready,medium,status_control,none,status_contest,magical,managed_status_commit,candidate-complete,,formula-and-catalog,"Status/buff output is writable, but each status needs authored offense/resistance/duration policy.",closed,candidate metadata complete; approval remains a separate job/human gate
194,Nightmare,Normal,0x38,Hit_(100%) Status NE,,Sleep|DeathSentence,status_or_buff,dcl_status_control,surface-ready,medium,status_control,none,status_contest,magical,managed_status_commit,candidate-complete,,formula-and-catalog,"Status/buff output is writable, but each status needs authored offense/resistance/duration policy.",closed,candidate metadata complete; approval remains a separate job/human gate
195,Ague,Normal,0x38,Hit_(100%) Status NE,,Slow,status_or_buff,dcl_status_control,surface-ready,medium,status_control,none,status_contest,magical,managed_status_commit,candidate-complete,,formula-and-catalog,"Status/buff output is writable, but each status needs authored offense/resistance/duration policy.",closed,candidate metadata complete; approval remains a separate job/human gate
196,Magicksap,Normal,0x1B,DmgMP_(MA+Y)% Hit_F(X)% NS ME,,,mp_damage,dcl_mp_channel,surface-ready,medium,resource_damage,none,ability_authored_open,none,managed_resource_commit,authoring-open,avoidance_policy,formula-and-catalog,"MP debit is proven, but each percent/current/stat formula needs an authored amount rule.",design,author the open per-ability identity/policy on an already known or preserved surface
197,Speedsap,Normal,0x1A,Hit_F(MA+Y)% //-PA/MA/SP_(X) NS ME,,,stat_or_trait_debuff,dcl_status_or_stat_control,authoring-required,medium,stat_or_trait_change,none,ability_authored_open,none,stat_or_trait_commit,authoring-open,avoidance_policy,formula-and-catalog,"Direct PA/MA/SP/level/Brave changes require explicit duration, floor, and restoration policy.",design,author the open per-ability identity/policy on an already known or preserved surface
198,Powersap,Normal,0x1A,Hit_F(MA+Y)% //-PA/MA/SP_(X) NS ME,,,stat_or_trait_debuff,dcl_status_or_stat_control,authoring-required,medium,stat_or_trait_change,none,ability_authored_open,none,stat_or_trait_commit,authoring-open,avoidance_policy,formula-and-catalog,"Direct PA/MA/SP/level/Brave changes require explicit duration, floor, and restoration policy.",design,author the open per-ability identity/policy on an already known or preserved surface
199,Mindsap,Normal,0x1A,Hit_F(MA+Y)% //-PA/MA/SP_(X) NS ME,,,stat_or_trait_debuff,dcl_status_or_stat_control,authoring-required,medium,stat_or_trait_change,none,ability_authored_open,none,stat_or_trait_commit,authoring-open,avoidance_policy,formula-and-catalog,"Direct PA/MA/SP/level/Brave changes require explicit duration, floor, and restoration policy.",design,author the open per-ability identity/policy on an already known or preserved surface
200,Blood Drain,Normal,0x47,AbsorbHP_(Y)% 100% Status NE,,BloodSuck,drain,dcl_hp_mp_channels,authoring-required,high,resource_damage,none,ability_authored_open,physical,multi_unit_transaction,authoring-open,avoidance_policy,formula-and-catalog,"Paired target/source HP and MP result records, Undead reversal, the 999 result cap, and native resource clamps are mapped; each action still needs authored amount, hit, element, and reversal policy.",design,author the open per-ability identity/policy on an already known or preserved surface
201,Charm,Normal,0x29,OppositeSex: Hit_(MA+X)% NE ELSE miss,,Charm,gender_gated_status,dcl_status_contest,authoring-required,medium,status_control,none,status_contest,mental,managed_status_commit,candidate-complete,,formula-and-catalog,Gender-gated Charm is a status contest with a special eligibility gate.,closed,candidate metadata complete; approval remains a separate job/human gate
202,Bio,Normal,0x08,Dmg_F(MA*Y) ME,,Darkness,magic_damage,dcl_magic,wired,low,magic_damage,magic_untyped_open,magic_evade_per_target_then_status_contest,magical,managed_status_rider,authoring-open,damage_type,formula-and-catalog,Canonical Faith-scaled MA*Y damage is implemented by the numeric-magic profile.,design,author the open per-ability identity/policy on an already known or preserved surface
203,Bio,Normal,0x08,Dmg_F(MA*Y) ME,,Poison,magic_damage,dcl_magic,wired,low,magic_damage,magic_untyped_open,magic_evade_per_target_then_status_contest,physical,managed_status_rider,authoring-open,damage_type,formula-and-catalog,Canonical Faith-scaled MA*Y damage is implemented by the numeric-magic profile.,design,author the open per-ability identity/policy on an already known or preserved surface
204,Bio,Normal,0x08,Dmg_F(MA*Y) ME,,Oil,magic_damage,dcl_magic,wired,low,magic_damage,magic_untyped_open,magic_evade_per_target_then_status_contest,physical,managed_status_rider,authoring-open,damage_type,formula-and-catalog,Canonical Faith-scaled MA*Y damage is implemented by the numeric-magic profile.,design,author the open per-ability identity/policy on an already known or preserved surface
205,Biora,Normal,0x0A,Hit_F(MA+X)% ME,,Frog,magical_status,dcl_status_contest,surface-ready,medium,status_control,none,status_contest,magical,managed_status_commit,candidate-complete,,formula-and-catalog,"Offensive Faith status spells use the authored DCL status contest, not numeric magic damage.",closed,candidate metadata complete; approval remains a separate job/human gate
206,Biora,Normal,0x0A,Hit_F(MA+X)% ME,,Slow,magical_status,dcl_status_contest,surface-ready,medium,status_control,none,status_contest,magical,managed_status_commit,candidate-complete,,formula-and-catalog,"Offensive Faith status spells use the authored DCL status contest, not numeric magic damage.",closed,candidate metadata complete; approval remains a separate job/human gate
207,Biora,Normal,0x0A,Hit_F(MA+X)% ME,,Silence,magical_status,dcl_status_contest,surface-ready,medium,status_control,none,status_contest,magical,managed_status_commit,candidate-complete,,formula-and-catalog,"Offensive Faith status spells use the authored DCL status contest, not numeric magic damage.",closed,candidate metadata complete; approval remains a separate job/human gate
208,Biora,Normal,0x0A,Hit_F(MA+X)% ME,,Petrify,magical_status,dcl_status_contest,surface-ready,medium,status_control,none,status_contest,magical,managed_status_commit,candidate-complete,,formula-and-catalog,"Offensive Faith status spells use the authored DCL status contest, not numeric magic damage.",closed,candidate metadata complete; approval remains a separate job/human gate
209,Bioga,Normal,0x08,Dmg_F(MA*Y) ME,,Undead,magic_damage,dcl_magic,wired,low,magic_damage,magic_untyped_open,magic_evade_per_target_then_status_contest,magical,managed_status_rider,authoring-open,damage_type,formula-and-catalog,Canonical Faith-scaled MA*Y damage is implemented by the numeric-magic profile.,design,author the open per-ability identity/policy on an already known or preserved surface
210,Bioga,Normal,0x08,Dmg_F(MA*Y) ME,,Dead,magic_damage,dcl_magic,wired,low,magic_damage,magic_untyped_open,magic_evade_per_target_then_status_contest,lifecycle_special,managed_status_rider,authoring-open,damage_type|status_category,formula-and-catalog,Canonical Faith-scaled MA*Y damage is implemented by the numeric-magic profile.,design,author the open per-ability identity/policy on an already known or preserved surface
211,Bioga,Normal,0x08,Dmg_F(MA*Y) ME,,Petrify,magic_damage,dcl_magic,wired,low,magic_damage,magic_untyped_open,magic_evade_per_target_then_status_contest,magical,managed_status_rider,authoring-open,damage_type,formula-and-catalog,Canonical Faith-scaled MA*Y damage is implemented by the numeric-magic profile.,design,author the open per-ability identity/policy on an already known or preserved surface
212,Aegis,Normal,0x0B,Hit_F(MA+X)% NE,,Reraise|Regen|Protect|Shell|Haste,status_or_buff,dcl_status_control,surface-ready,medium,status_control,none,status_contest,none,managed_status_commit,candidate-complete,,formula-and-catalog,"Status/buff output is writable, but each status needs authored offense/resistance/duration policy.",closed,candidate metadata complete; approval remains a separate job/human gate
213,Leg Shot,Normal,0x3F,Hit_(SP+X)% NE,,DontMove,physical_status,dcl_status_contest,surface-ready,medium,status_control,none,status_contest,physical,managed_status_commit,candidate-complete,,formula-and-catalog,Physical status skills route to the DCL status contest with authored base-HP or other resistance.,closed,candidate metadata complete; approval remains a separate job/human gate
214,Arm Shot,Normal,0x3F,Hit_(SP+X)% NE,,DontAct,physical_status,dcl_status_contest,surface-ready,medium,status_control,none,status_contest,physical,managed_status_commit,candidate-complete,,formula-and-catalog,Physical status skills route to the DCL status contest with authored base-HP or other resistance.,closed,candidate metadata complete; approval remains a separate job/human gate
215,Seal Evil,Normal,0x40,Undead: Hit_(SP+X)% NE ELSE miss,,Petrify,physical_status,dcl_status_contest,surface-ready,medium,status_control,none,status_contest,magical,managed_status_commit,candidate-complete,,formula-and-catalog,Physical status skills route to the DCL status contest with authored base-HP or other resistance.,closed,candidate metadata complete; approval remains a separate job/human gate
216,Meltdown,Normal,0x08,Dmg_F(MA*Y) ME,Fire,,magic_damage,dcl_magic,wired,low,magic_damage,elemental,magic_evade_per_target,none,none_or_catalog_visuals,candidate-complete,,formula-and-catalog,Canonical Faith-scaled MA*Y damage is implemented by the numeric-magic profile.,closed,candidate metadata complete; approval remains a separate job/human gate
217,Tornado,Normal,0x08,Dmg_F(MA*Y) ME,Wind,,magic_damage,dcl_magic,wired,low,magic_damage,elemental,magic_evade_per_target,none,none_or_catalog_visuals,candidate-complete,,formula-and-catalog,Canonical Faith-scaled MA*Y damage is implemented by the numeric-magic profile.,closed,candidate metadata complete; approval remains a separate job/human gate
218,Quake,Normal,0x08,Dmg_F(MA*Y) ME,Earth,,magic_damage,dcl_magic,wired,low,magic_damage,elemental,magic_evade_per_target,none,none_or_catalog_visuals,candidate-complete,,formula-and-catalog,Canonical Faith-scaled MA*Y damage is implemented by the numeric-magic profile.,closed,candidate metadata complete; approval remains a separate job/human gate
219,Crushing Blow,Normal,0x67,<<Crushing Blow>>,Dark,Stop,physical_ability_damage,dcl_physical,formula-map-required,medium,physical_damage,ability_physical_open,physical_contest_then_status_contest,magical,managed_status_rider,authoring-open,damage_type,formula-and-catalog,Crushing Blow is a direct wrapper alias of formula 0x2D and can use the physical spine plus an authored status rider.,design,author the open per-ability identity/policy on an already known or preserved surface
220,Abyssal Blade,Normal,0x68,<<Abyssal Blade>>,Dark,,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,special_or_hybrid_open,special_or_hybrid_open,magic_evade_per_target,none,none_or_catalog_visuals,authoring-open,action_kind|damage_type,formula-and-catalog,The Dark Knight handlers expose explicit distance- or MaxHP-derived power before reusing ordinary staged damage/status output.,design,author the open per-ability identity/policy on an already known or preserved surface
221,Toadja,Normal,0x0A,Hit_F(MA+X)% ME,,Frog,magical_status,dcl_status_contest,surface-ready,medium,status_control,none,status_contest,magical,managed_status_commit,candidate-complete,,formula-and-catalog,"Offensive Faith status spells use the authored DCL status contest, not numeric magic damage.",closed,candidate metadata complete; approval remains a separate job/human gate
222,Gravija,Normal,0x17,Dmg_(TarCurHP-1) Hit_F(MA+X)% NS ME,,,special_hp_damage,explicit_special_rule,authoring-required,high,resource_damage,special_or_hybrid_open,ability_authored_open,none,special_handler_open,authoring-open,damage_type|avoidance_policy|side_effect_policy,formula-and-catalog,Percent/current/missing-HP effects must not enter the ordinary physical or magic damage spine.,design,author the open per-ability identity/policy on an already known or preserved surface
